gene	025_08	024_08	025_09	022_06	006_09	013_09	022_09	004_06	001_06	009_09	004_08	031_08	018_06	020_08	023_09	016_07	023_08	039_06	037_08	015_09	016_09	011_09	015_07	018_08	035_06	017_07	012_09	026_09	014_09	017_09	005_09	032_08	021_09	033_08	007_09	016_08	026_08	028_08	030_06	018_05	034_07	032_09	029_09	022_08	036_09	038_09	027_09	033_09	014_08	030_09	003_08	009_07	035_09	017_08	034_06	020_07	007_08	034_08	034_09	031_09	028_09	002_08	004_10	011_10	001_10	006_10	012_10	008_10	010_10	002_10	007_10	024_10	023_10	016_10	028_10	013_10	014_10	015_10	019_10	032_10	018_10	021_10	020_10
X2708407	5.79715	5.30808	5.7464	5.37396	5.30521	4.76141	5.33373	5.32549	5.5454	5.6014	5.42901	5.57658	5.33059	5.30321	5.33958	5.44563	5.08262	5.12441	5.32448	5.76451	6.06256	5.56945	5.42997	5.21194	5.70486	5.9789	5.50083	5.26926	5.60774	6.00165	5.4722	5.98699	5.19414	5.6282	5.43047	5.59538	5.88504	5.5294	5.95577	5.42583	5.42146	5.63546	5.45074	5.25488	5.86402	5.52521	5.08055	5.50628	5.33689	5.57442	5.54947	5.57388	5.57748	5.38245	5.22195	5.78621	5.11329	6.0356	5.51153	5.52443	5.53021	5.18524	5.36436	5.40194	5.3404	5.82513	5.62604	5.63257	5.40209	5.36774	5.41681	5.72555	5.25031	5.69918	5.69872	5.52289	5.73524	5.60257	5.70412	5.41542	5.5166	5.37387	5.71487
X3832918	6.63434	6.43835	6.31791	6.65055	6.73023	6.39124	6.19292	6.3609	6.60641	6.74433	6.57722	6.71197	6.81298	6.52464	6.79742	6.39342	6.25547	6.19447	6.54686	6.76889	6.83777	6.83511	6.66671	6.69421	6.3788	6.47039	6.85466	6.48866	6.7053	6.70175	6.86779	6.74185	6.77497	6.71084	6.70098	6.57191	6.93306	6.4654	6.57417	6.5047	6.32836	6.53563	6.79928	6.76979	6.1272	6.42208	6.46371	6.42925	6.61456	6.5176	6.49592	6.59016	6.24915	6.49818	6.42193	6.44066	6.35087	7.06536	6.80862	6.96001	6.38298	6.31951	6.53354	6.34298	6.6026	6.5015	6.56787	6.47144	6.51003	6.62119	6.61425	6.53664	6.59343	6.74506	6.51457	6.6641	6.43591	6.48728	6.57327	6.50824	6.37481	6.80581	6.65546
X3273484	6.45154	6.41725	6.22512	6.30579	6.28135	6.44018	6.40966	6.32908	6.41105	6.30529	6.40597	6.44919	6.26229	6.36122	6.35885	6.24551	6.25272	6.19386	6.3284	6.51027	6.52831	6.46243	6.47375	6.2506	6.17552	6.43444	6.49897	6.39234	6.51939	6.29246	6.39733	6.34841	6.33692	6.30677	6.36864	6.3828	6.36527	6.27436	6.33629	6.24965	6.17578	6.27266	6.42437	6.15135	6.3333	6.4181	6.31324	6.34841	6.22527	6.31721	6.414	6.16323	6.29773	6.16446	6.28071	6.36856	6.45912	6.43762	6.43624	6.3384	6.28369	6.26473	6.41422	6.34494	6.2953	6.40254	6.21602	6.31696	6.50842	6.43465	6.34471	6.36745	6.0971	6.42125	6.34337	6.43131	6.45293	6.45437	6.29074	6.34236	6.37218	6.40838	6.2508
X3223551	7.51393	7.59176	7.52474	7.74337	7.38476	7.60147	7.61237	7.20104	7.31042	7.4602	7.5878	7.7625	7.64484	7.87726	7.46182	7.57656	7.38144	7.37451	7.54729	7.77967	7.7288	7.52529	7.67868	7.79363	7.87074	7.58237	7.86775	7.31988	7.76424	7.52617	7.59559	7.88895	7.46097	7.59739	7.60135	7.4777	7.69235	7.31891	7.55253	7.3926	7.36798	7.39839	7.77035	7.61431	7.63814	7.45438	7.41665	7.46916	7.55167	7.5959	7.67653	7.55361	7.28829	7.78946	7.39301	7.3867	7.4696	7.77305	7.31662	7.54952	7.39868	7.6083	7.54388	7.64978	7.45226	7.55481	7.36559	7.50411	7.72367	7.5564	7.50483	7.58424	7.63698	7.42997	7.63644	7.39364	7.47335	7.66943	7.64839	7.65862	7.67897	7.48662	7.59708
X3687715	4.89437	5.08459	4.86908	5.04277	4.9992	4.89624	5.10393	4.91505	4.92994	4.93298	5.00391	5.00005	5.02474	4.94531	4.9292	5.27862	4.95503	5.06178	4.99031	5.19335	5.19696	4.80942	5.09579	5.04724	4.85398	4.64584	5.31535	4.86026	5.14386	4.62735	5.20414	4.64529	5.12427	5.01816	5.11367	4.92369	4.9516	4.86533	4.99199	4.74135	4.9484	4.70636	4.95692	5.07547	4.95623	4.92506	4.96072	4.85957	5.0274	4.67992	4.85142	4.91036	4.74806	4.80932	4.71644	4.77263	4.96138	5.4044	5.2753	4.97374	4.69921	5.02965	4.83265	4.65674	4.69019	4.90402	4.67029	4.74857	4.72444	4.91391	5.15215	4.67693	4.76509	5.08609	4.79423	5.14793	4.87986	5.0272	5.06701	5.10725	4.89521	5.03377	5.14424
X3723264	7.63734	7.47377	7.31507	7.5445	7.65231	7.53577	7.42295	7.44792	7.31729	7.37186	7.45427	7.47709	7.38451	7.17593	7.36316	7.39635	7.17448	7.11987	7.53637	7.42779	7.63514	7.46034	7.72002	7.50338	7.36036	7.32536	7.59304	7.33089	7.66804	7.43388	7.58316	7.61325	7.44815	7.424	7.44406	7.49795	7.60443	7.51414	7.442	7.30625	7.31542	7.23161	7.64439	7.22893	7.34855	7.47174	7.28587	7.19859	7.24008	7.39829	7.5854	7.24274	7.41561	7.05745	7.29672	7.23862	7.51274	7.58051	7.66039	7.40232	7.30575	7.39148	7.48062	7.23571	7.48648	7.55992	7.32797	7.29873	7.26059	7.47082	7.46843	7.48446	7.32752	7.36473	7.50121	7.59427	7.45253	7.41785	7.53704	7.344	7.42353	7.39912	7.37957
X3943101	6.10178	5.90977	5.80431	5.98368	5.88101	6.05016	6.04846	5.9014	5.71463	5.91468	6.06194	5.94394	5.60182	5.74482	5.72204	5.73675	5.65766	5.58403	5.94402	6.15959	6.30679	5.98917	6.31351	5.88099	5.73936	5.90327	6.07798	5.82724	6.42167	6.03214	6.26047	6.09778	6.00725	6.12992	6.07557	6.29369	6.41048	6.19229	6.03031	5.7595	5.73958	6.07475	5.983	5.79194	6.02814	6.0253	5.88615	6.02773	5.98035	6.01891	6.03514	5.78561	5.95256	5.62693	5.67053	6.04194	6.03594	6.08014	6.21439	6.10491	6.05314	5.68087	6.14512	5.73973	5.97713	6.01171	5.90294	5.92718	5.84466	6.10577	6.08065	5.96446	5.91743	5.88892	5.92278	6.07728	6.0467	6.0115	5.90476	5.74824	6.01354	6.23436	6.10301
X3687752	4.48268	3.96359	4.01885	3.73062	4.17247	3.45539	3.47607	3.61103	3.57187	3.75816	4.03785	4.33945	3.35032	4.07237	3.60669	3.99823	3.48253	3.78711	3.99801	3.96229	4.19705	4.40673	4.26581	3.63321	3.92143	3.78605	3.87991	3.39872	4.45686	4.20765	4.29083	4.07999	3.59863	4.38187	4.1341	4.45127	4.50197	3.9121	4.38529	3.37072	4.19792	3.87187	3.45886	3.15115	3.60127	3.97305	4.04356	3.56216	3.9835	3.77205	3.95421	3.83223	3.93878	3.71685	3.69364	4.29123	4.0384	4.62638	4.27728	4.123	3.49935	3.20859	3.85858	3.42991	3.72083	3.79415	3.56272	4.02773	3.87866	3.77394	4.03438	3.93649	3.13397	3.84736	4.05224	3.86878	4.08145	4.25578	3.92285	3.62537	3.8655	3.92709	3.51594
X3773239	3.66212	3.8126	3.05621	3.25614	3.16821	3.54487	3.37059	3.71345	2.9619	3.73999	3.54227	3.69115	3.25853	3.23338	3.39995	3.30014	3.84681	2.81814	3.52518	3.53973	4.40788	3.45978	4.10805	3.37786	3.67209	2.96999	3.11858	3.12167	3.30567	4.02257	3.67358	3.34711	3.29916	3.57751	3.84086	4.14881	3.35994	3.68591	3.80769	2.987	3.38347	3.25584	2.96193	3.29096	3.25097	3.44992	3.28091	2.98515	3.61017	3.63446	3.45086	2.91867	3.65058	3.12655	4.09983	3.73431	3.34968	3.37201	3.67175	3.48973	2.65572	2.97296	3.00188	3.69167	3.0499	3.40762	2.92001	3.64939	3.86452	3.1824	3.46047	3.43242	3.393	3.32547	3.14135	2.72737	3.59908	3.70965	3.12884	2.44623	3.54617	3.53611	3.297
X3417988	3.44681	2.59484	2.74105	3.19584	3.24297	3.20799	2.59647	2.40952	4.02173	2.5032	2.30405	2.71043	2.49642	3.38758	2.71602	2.77984	2.18896	2.34971	2.98883	2.65379	2.83367	3.32719	2.58853	2.51123	2.86161	3.06634	3.23305	2.01916	3.40413	2.84976	3.37599	2.40792	2.74339	2.62219	3.39452	4.14969	3.05787	2.93253	2.91107	2.72596	2.57042	3.0028	3.00322	3.61105	3.1619	2.45995	2.85355	2.82978	2.6736	2.59428	1.96729	2.6461	2.63773	2.69426	3.37626	2.80785	2.43424	2.72866	2.6502	3.25397	2.39223	2.92756	2.97333	2.79152	2.57663	2.36239	3.18887	2.95572	2.77871	3.02556	2.71452	2.58877	2.41834	2.7513	2.87802	2.6542	2.76752	2.71274	3.15487	2.74744	2.80321	2.60792	3.07917
X3333647	4.70563	4.89675	4.8592	5.00168	5.15685	4.83599	4.95835	4.84045	4.59762	4.9876	5.23528	5.01024	4.70394	4.86321	4.74721	4.98074	4.64655	4.82523	4.81638	4.84335	4.84745	4.83441	5.35728	4.80125	4.90385	4.62657	4.95549	4.83685	5.05107	4.97725	4.71812	5.02303	4.96589	4.53472	4.87327	5.12286	4.98715	4.73659	5.12651	4.93664	4.91112	4.96872	4.99094	4.89386	5.01593	4.91774	4.7692	4.96243	5.06814	4.69901	5.12459	5.07395	4.73281	4.78653	4.7096	4.94537	4.86077	5.30648	4.68871	4.99336	4.98633	4.85531	5.06335	4.82126	4.76855	4.9762	4.83264	5.01496	4.88801	4.59955	5.05696	4.98881	4.75266	4.83622	4.9438	5.17968	5.08553	5.06352	4.61566	4.74705	4.90766	5.03914	4.70182
X3687839	5.77654	5.67089	5.59295	5.19459	5.64251	5.57814	5.29975	5.54489	5.93311	5.21209	5.50312	5.32568	5.40913	5.71255	5.45446	5.24561	5.20856	5.11849	5.43392	5.75798	5.88445	5.46499	5.63836	5.33578	5.89284	5.53749	5.66113	5.26223	5.47044	5.60073	5.87899	5.88258	5.50319	5.40625	5.8581	5.79795	5.63208	5.55032	5.90498	5.51487	5.52242	5.54906	5.75842	5.69047	5.95398	5.67629	5.45351	5.53914	5.51108	5.46726	5.57674	5.58468	5.97933	5.58732	5.62854	5.50574	5.38762	5.49622	5.60472	5.45912	5.39107	5.36912	5.74957	5.26345	5.37455	5.75026	5.50565	5.64209	5.60344	5.71733	5.48617	5.52457	5.3853	5.47794	5.2797	5.30791	5.62162	5.84372	5.51972	5.76815	5.514	5.45437	5.75453
X3807753	5.03148	4.75483	4.53971	4.68802	4.77384	4.72711	4.8159	4.80193	4.5393	4.68508	5.07775	4.97095	4.91067	4.72292	4.70213	4.62235	4.57821	4.52648	4.71202	4.97607	4.95522	4.95252	5.03665	4.88884	4.65611	4.78827	4.92622	4.77192	5.05211	4.89429	5.0196	4.88425	4.84174	4.81428	4.94665	5.05331	4.93945	4.84495	4.94796	4.83094	4.72256	4.88182	5.01093	4.58676	4.76408	4.78614	4.68097	4.88454	4.88246	4.75087	4.84677	4.83941	4.89814	4.73363	4.71789	4.93467	4.87609	5.0221	5.15085	4.98997	4.74032	4.6675	4.82666	4.60152	4.93921	4.98621	4.80421	4.68696	4.77182	4.83056	4.78401	4.76407	4.57328	4.7229	4.98803	4.80512	4.73448	4.78446	4.70943	4.84789	4.71543	4.8887	4.90687
X3773340	5.18301	4.41767	5.00602	4.70645	5.24909	4.95233	4.78721	4.88994	4.64718	4.8572	5.02617	5.1442	5.09517	4.80235	4.8033	4.66762	4.18262	4.73947	4.88232	4.83806	5.21628	5.41753	5.5426	4.73227	4.59794	5.12981	4.67087	4.61376	5.26588	5.11443	5.35311	5.11664	4.98134	4.90347	5.22832	4.79956	5.44861	4.65702	5.23614	4.84178	5.10519	4.67605	4.72253	4.90091	4.88005	4.97079	4.63334	4.6511	5.04618	4.87417	4.97889	5.1983	4.69615	4.93786	4.81761	5.15236	5.11824	5.12983	5.00603	4.71775	4.97302	5.26322	4.90022	4.73089	4.93648	4.81203	4.8068	4.81922	4.95258	4.82567	4.77763	4.95857	5.09471	4.9507	5.13322	5.02371	4.92795	4.63947	5.01236	4.67875	4.76566	5.06091	4.76946
X3748020	4.12584	3.8012	3.62902	4.42946	3.83665	3.81855	3.19092	3.80089	3.80973	4.07764	3.9542	4.44404	4.08552	3.56407	4.01339	3.84488	3.52491	3.53917	4.00007	4.22882	4.27936	4.38837	3.94625	4.29682	3.78338	3.70108	4.25191	3.46411	4.23765	3.58739	4.22408	4.04762	4.1017	4.02778	4.17992	3.69113	4.13442	3.9606	3.98178	3.82586	3.67922	3.79613	4.13855	4.01482	3.51949	3.80845	4.07157	3.65742	4.17016	3.96879	3.53619	3.87446	4.02739	4.10091	3.95792	3.51085	4.22025	4.5462	4.46538	4.22154	3.31939	4.01621	3.60487	3.96505	3.56934	3.6086	3.84229	3.60292	3.59919	3.96155	4.13432	3.87324	3.74809	3.80405	3.51446	3.97781	4.05183	4.23031	3.79753	3.5261	3.98538	3.98612	3.92923
X3748022	7.12574	6.79023	6.81672	6.81505	6.81316	6.45514	6.23192	7.14864	7.42447	7.04558	7.07387	7.18308	6.97981	6.86898	6.86829	7.10152	5.75738	6.21704	6.74429	7.08696	7.53045	7.33511	7.38913	7.01336	6.74472	7.29247	7.12936	6.59207	7.54892	7.24198	7.07692	6.85101	7.11512	7.35837	7.13731	6.97393	7.50332	7.3167	6.99856	6.77714	6.53815	6.5443	7.45137	7.38223	6.43064	6.7862	6.46233	7.10428	6.9607	6.6818	6.59768	7.21996	6.54576	7.25085	6.36295	7.06361	6.49877	7.33113	7.13595	6.76592	6.84048	6.70468	6.7106	7.01122	6.47964	6.73709	6.98062	6.66855	6.90979	7.08984	7.03156	6.37582	7.20542	7.14932	7.10133	7.12136	6.78322	6.97074	7.35153	7.11784	7.04487	7.24628	6.89977
X3748026	7.41656	7.43034	7.15149	7.46041	7.37085	7.2984	7.49075	7.14608	7.06043	7.30747	7.23937	7.5849	7.24833	7.2417	7.3444	7.1434	6.99703	6.92624	7.17158	7.46232	7.40827	7.55372	7.482	7.24656	7.15713	7.48026	7.61442	7.24667	7.53953	7.26026	7.4229	7.39287	7.3961	7.24118	7.35826	7.27001	7.4937	7.18706	7.16651	7.24312	7.22852	7.3391	7.30299	7.40201	7.25071	7.12285	7.34708	7.34161	7.226	7.31992	7.28399	7.25848	7.37102	7.36785	7.16869	7.35227	7.15529	7.6888	7.46955	7.49766	7.24461	7.182	7.34362	7.22015	7.26333	7.30501	7.34822	7.36348	7.25381	7.23749	7.38108	7.3183	7.34783	7.31483	7.31416	7.37563	7.31181	7.49985	7.29296	7.33349	7.40765	7.33289	7.27039
X3883382	6.12715	5.78519	5.82875	5.85893	5.8606	5.94807	6.0787	5.77277	6.08452	5.91631	5.91453	5.93121	6.04139	5.97914	5.69835	6.04118	5.48543	5.59548	5.80741	6.15718	6.19212	6.06981	6.18997	6.20323	6.09554	6.05828	6.03888	5.85746	6.24513	6.04521	6.09419	5.98024	5.80073	5.89303	6.02407	5.9765	6.29279	5.8178	6.14203	5.87226	5.98466	5.95307	6.14225	6.15141	5.92186	6.01342	5.78253	5.86202	6.07899	5.9933	6.04601	5.9541	5.6772	5.97159	5.80955	6.15002	5.96519	6.14313	6.1516	6.11792	5.90289	5.84115	6.10053	6.02062	6.03934	6.00718	5.98266	6.00645	6.03428	5.97112	6.02556	5.96068	5.82873	5.95103	6.18062	5.99357	5.84719	6.02914	6.1332	6.16156	6.02234	6.22083	6.1614
X3334025	6.44288	6.30364	5.88554	6.15694	6.30385	6.3133	6.09258	6.33162	6.29056	6.2862	6.6299	6.47573	6.45786	6.1121	6.34167	5.98728	5.95725	5.96767	6.30622	6.36726	6.38593	6.42046	6.52103	6.12598	6.17718	6.12207	6.41232	6.28026	6.51838	6.22863	6.55107	6.30774	6.49265	6.33041	6.3562	6.52492	6.55896	6.23586	6.20387	6.07516	6.12868	6.21948	6.5136	6.21517	6.07409	6.08427	6.19199	6.22176	6.1497	6.4549	6.38386	6.02677	6.19295	5.94093	6.15524	6.16311	6.32966	6.82053	6.69016	6.53293	6.26007	6.05575	6.31306	5.94565	6.18282	6.34883	6.18724	6.27929	6.20242	6.40618	6.38091	6.36287	6.08351	6.39228	6.2481	6.32199	6.26066	6.48432	6.43853	6.40241	6.09873	6.54979	6.39068
X3917938	4.70188	4.54506	4.28466	4.37008	4.42127	4.51801	4.20115	4.33113	4.31112	4.17849	4.84821	4.54924	4.42818	4.57073	4.5819	4.12145	4.31849	4.26293	4.4692	4.99616	4.41013	4.45069	5.02028	4.39541	4.061	4.35538	4.80046	4.23171	5.06427	4.54026	4.63058	4.45084	4.30571	4.81053	4.56541	4.68375	4.4697	4.38343	4.72949	4.46652	4.17747	4.40002	4.58427	4.1285	4.16364	4.84559	4.32129	4.08462	4.3445	4.42957	4.77269	4.27432	4.69149	4.2956	4.08931	4.6202	4.29068	4.84695	4.74604	4.53679	4.12482	4.2119	4.67406	4.02094	4.58852	4.08729	4.98155	4.76232	4.39183	4.68606	4.72873	4.53701	4.17821	4.37492	4.20043	4.61229	4.38806	4.52549	4.3762	4.40855	4.10843	4.70089	4.85222
X3748188	5.92215	5.48422	5.62089	5.85253	5.68114	5.80848	5.73171	5.6969	5.485	5.59796	5.71062	5.91474	5.69731	5.56433	5.69493	5.70684	5.6964	5.51973	5.63551	5.72452	5.83919	5.73626	5.81862	5.62915	5.51415	5.7389	5.84832	5.37961	5.8809	5.4708	5.82765	5.71009	5.48896	5.80462	5.77603	5.82221	5.74683	5.61706	5.69453	5.66711	5.5527	5.43182	5.67573	5.46337	5.41935	5.64403	5.70061	5.64316	5.57089	5.50616	5.49524	5.57251	5.48849	5.58995	5.70599	5.86794	5.71819	5.81583	5.75209	5.72494	5.5115	5.63758	5.62343	5.66485	5.45387	5.5939	5.54595	5.53967	5.66413	5.65912	5.6364	5.6273	5.61538	5.73011	5.75332	5.78819	5.58234	5.63292	5.58292	5.6645	5.75019	5.88875	5.66012
X3638284	5.86866	4.95805	5.22273	5.99893	5.44811	4.78896	5.58957	4.92055	4.91901	5.91222	5.90478	5.64023	5.64122	4.8155	4.84303	5.57433	5.60581	5.3036	5.9553	6.02188	5.63458	5.74703	6.11456	5.98711	5.97067	5.41884	5.74811	5.25151	5.88355	5.66512	5.37765	5.74092	5.38628	5.5121	5.69462	5.89785	5.4988	6.32604	5.28735	5.43752	4.98659	4.94482	5.73341	5.9437	5.26313	5.57869	5.13909	5.3345	5.21885	5.29298	5.73935	5.27478	5.0364	5.36854	4.81733	5.11688	5.01985	5.49261	5.17413	5.69103	5.40567	5.34298	5.30907	5.23431	5.66353	5.55384	5.88799	5.44434	5.09148	5.65118	5.7792	5.3251	5.40237	5.54688	5.07955	5.49687	4.17313	5.94449	6.08617	5.08518	5.49626	5.76775	6.07013
X3358538	6.43619	6.30506	6.23138	6.17821	6.32273	6.45442	6.4461	6.22772	5.94866	6.40876	6.45526	6.4817	6.77479	6.27955	6.16459	6.42351	6.05438	6.17335	6.43018	6.67639	6.5688	6.40552	6.63727	6.45631	6.08544	6.65311	6.21606	6.33038	6.51863	6.38579	6.49005	6.42744	6.28728	6.16911	6.32777	6.60649	6.70594	6.08486	6.37977	6.46178	6.33098	6.24554	6.4596	6.50877	6.06687	6.2114	6.2285	6.292	6.2744	6.25758	6.4593	6.39835	6.27694	6.13836	5.88217	6.36657	6.20503	6.59442	6.3085	6.35375	5.92221	6.28398	6.38584	5.84681	6.45078	6.31247	6.28117	6.23247	6.24742	6.28311	6.32195	6.15783	6.08026	6.3614	6.41859	6.57337	6.42101	6.56813	6.50231	6.24734	6.11235	6.38384	6.29118
X3723687	8.18337	7.91015	7.66403	7.85024	7.97312	7.91037	7.81006	7.87346	7.74789	7.76673	7.94123	8.09375	7.99385	7.82218	7.86869	7.71651	7.79463	7.69034	7.8098	8.02921	8.02521	8.1837	8.2106	7.80771	7.7649	8.0016	8.19332	7.72235	8.15219	7.90625	8.10125	8.09068	7.9459	8.01499	7.89524	8.01727	8.07659	7.86945	8.01783	7.98722	7.83484	7.85667	7.95945	7.9348	7.82412	7.71746	7.86347	7.85238	7.70149	7.83117	7.8897	7.74553	7.94955	7.88307	7.79521	7.95143	7.73464	8.09189	8.06761	7.99741	7.84346	7.83929	7.90723	7.65793	7.89645	7.91147	7.8739	7.84511	7.7741	7.98927	7.83955	7.85735	7.78518	8.04951	7.97697	7.99475	7.92288	7.95423	7.94165	7.94543	7.96183	8.04545	7.93816
X3798282	4.58761	3.2812	3.69451	4.25851	4.07471	3.39872	4.10086	3.98642	2.71688	4.49467	3.23281	4.10042	4.31107	3.64034	4.41296	3.58982	4.84375	3.92438	4.45151	5.13592	3.75165	4.76901	4.29599	5.20734	4.89539	3.2631	4.66844	3.71442	4.91703	5.05557	4.78787	3.05831	4.25089	4.87193	5.44773	4.70298	3.12214	4.36361	4.81399	4.53933	4.56016	3.67574	4.95716	3.7312	3.73656	4.43835	4.18536	4.03913	3.47505	3.93325	3.97844	3.68622	3.90855	3.56645	4.22015	3.53879	3.27142	4.94743	4.96153	4.46242	3.8198	3.85662	3.78456	3.79016	3.88687	3.93564	4.06854	3.72863	3.45704	4.3249	4.25064	4.15952	3.62734	4.89812	4.216	3.87858	3.64785	4.48699	4.577	3.77513	3.98848	5.0955	4.83176
X3688424	5.72638	5.84436	5.58918	5.67003	5.89877	5.58697	5.75211	5.74008	5.67086	5.65309	5.95539	5.88345	5.92078	5.71215	5.69506	5.8013	5.33774	5.63937	5.74861	6.03712	6.01012	5.94931	5.97669	5.7894	5.8709	5.96697	5.81492	5.68317	6.03725	5.74894	6.0241	5.81314	5.93128	5.80526	5.87337	5.897	5.99022	5.77635	5.89252	5.81528	5.94452	5.8255	6.07766	5.78783	5.80995	5.75991	5.88392	5.71953	5.72112	5.8994	5.85988	5.57736	6.0104	5.65703	5.76619	5.67947	5.7525	6.12835	5.98624	5.95753	5.94315	5.78241	5.79645	5.71189	5.84968	5.74824	5.67966	5.69758	5.64286	5.92261	5.87263	5.6779	5.6274	5.93675	5.81794	5.7858	5.99087	5.84989	5.98541	5.82411	5.77018	5.68446	5.99251
X3833757	6.56004	6.44037	6.44128	6.60999	6.61527	6.42862	6.55356	6.28893	6.50163	6.26049	6.60603	6.28951	6.66131	6.45282	6.22129	6.47057	6.10774	6.34503	6.40725	6.45996	6.78602	6.51892	6.54575	6.33078	6.24184	6.61263	6.59843	6.45032	6.67847	6.54134	6.88379	6.66679	6.1192	6.37143	6.41824	6.73486	6.82161	6.29971	6.40863	6.43684	6.57644	6.58969	6.50566	6.30192	6.33415	6.40695	6.49376	5.98851	6.41541	6.38724	6.49682	6.34445	6.43767	6.35526	6.47332	6.32669	6.42321	6.72839	6.45728	6.69328	6.19176	6.30488	6.47296	6.31342	6.53804	6.48697	6.32328	6.62666	6.52752	6.50039	6.32238	6.43122	6.29129	6.41017	6.65771	6.488	6.32511	6.59409	6.48531	6.43544	6.3769	6.47624	6.33227
X3833827	5.20098	5.11663	5.03307	5.0629	5.36408	5.27211	5.14214	5.18977	5.31653	5.33415	5.14555	5.35699	5.04348	5.23249	5.31346	5.14188	5.18828	5.03458	5.22363	5.35441	5.56951	5.12208	5.33286	5.26036	5.18067	5.08643	5.17246	5.13788	5.37491	5.11264	5.34514	5.21346	5.21307	5.06844	5.1579	5.22146	5.36094	5.24756	5.22946	5.17817	5.08524	5.1672	5.14098	5.10803	4.87599	5.28096	5.14783	5.14051	5.09577	5.1647	5.24174	5.20016	5.29011	5.19767	5.13341	5.27752	5.21581	5.27153	5.48454	5.19336	4.96109	5.28866	5.16195	4.846	5.10396	5.09974	5.18973	5.16773	5.09596	5.14551	5.31395	5.06653	5.10926	5.28065	5.18329	5.29222	5.32341	5.2955	5.10313	5.24581	5.12419	5.27847	5.14756
X3883787	5.11878	4.93987	5.12694	5.37923	4.90337	5.31573	4.94186	5.15753	5.05467	5.0563	5.09245	5.26744	5.25031	5.26769	4.8102	5.01281	4.89857	5.10234	5.10186	5.32157	5.22294	4.97412	5.15939	5.15905	4.99255	4.81926	5.01421	4.99914	5.35564	5.38569	5.15307	5.3259	5.04419	4.87635	5.40017	5.0981	5.42818	5.01985	5.24576	5.05916	5.09909	5.09163	5.10216	5.04425	5.23766	5.13558	5.32875	4.85189	5.14897	5.19038	5.1279	5.11585	5.10595	4.77369	4.81952	5.28829	5.2192	5.3034	5.2503	5.24341	5.25932	5.33378	5.11224	5.27347	5.10393	4.99206	4.90537	5.19789	5.61832	5.24732	5.27094	5.10609	4.96621	5.23001	5.41687	5.14142	5.1565	4.98719	5.28919	5.44338	5.28032	5.17668	4.89347
X3968303	4.92653	5.06364	4.81902	4.8495	4.88396	4.95856	4.83138	4.82265	5.22455	4.96512	4.66659	4.55587	4.72172	4.68594	4.54533	4.75786	4.62666	4.27698	4.76863	4.72357	5.25318	5.24039	5.2483	4.79189	4.52615	4.85415	5.14991	4.85602	5.28534	5.26616	5.22478	5.27511	4.64211	4.95438	4.78836	4.99861	4.9176	4.69364	4.7197	4.25655	4.94629	4.79587	4.9525	4.46104	4.64022	4.96454	4.90051	4.46323	4.90351	4.88031	4.74243	5.05349	4.96182	4.83662	4.55255	4.58108	4.73801	4.85466	5.09884	4.58052	4.56022	4.2504	5.03482	4.56629	4.94278	5.02518	4.78006	4.75762	4.74416	4.73858	4.94279	4.79929	4.79564	5.07213	4.8984	5.03194	4.84424	4.83792	4.89467	4.87225	5.08899	5.0758	5.20243
X3883819	6.61971	6.51046	6.3698	6.26746	6.38744	6.25617	6.38389	6.54082	6.30019	6.30428	6.81641	6.62518	6.47561	6.35108	6.50777	6.15487	6.098	6.34924	6.37755	6.53668	6.80895	6.70265	6.91564	6.31192	6.35527	6.72644	6.67995	6.24753	6.83576	6.4861	6.69642	6.56913	6.53219	6.58242	6.44602	6.5655	6.7231	6.53369	6.28306	6.28538	6.44642	6.21867	6.71306	6.57237	6.27419	6.44664	6.19883	6.52384	6.51909	6.57358	6.69215	6.27426	6.32629	6.26832	6.4784	6.42861	6.16803	6.89212	6.725	6.63068	6.55916	6.35888	6.50493	6.27695	6.3635	6.47061	6.50374	6.54379	6.38559	6.51718	6.38864	6.68517	6.36152	6.28381	6.45007	6.4363	6.52072	6.60142	6.64234	6.4061	6.28964	6.43929	6.64992
X3334415	6.81554	6.59895	6.4539	6.18637	6.37105	6.43592	6.24701	6.32891	6.22438	6.41897	6.45125	6.67163	6.06399	6.53573	6.20731	6.30427	5.83489	6.09856	6.36128	6.63126	6.90804	6.55906	6.80206	6.38871	6.47065	6.54757	6.6552	6.14529	6.72872	6.58181	6.54356	6.63024	6.40891	6.35497	6.47303	6.50654	7.01733	6.42204	6.69822	6.25002	6.36023	6.31375	6.66026	6.49323	6.53821	6.56511	6.26425	6.34975	6.51624	6.47926	6.68735	6.49599	6.32659	6.33388	6.15297	6.64482	6.26066	7.10921	6.81331	6.55242	6.45426	6.43639	6.75145	6.1499	6.43447	6.59377	6.30679	6.41267	6.35439	6.50668	6.54763	6.51896	6.2484	6.28038	6.48314	6.4546	6.62112	6.42153	6.45248	6.46098	6.43923	6.48439	6.69429
