"Regulator_ENSG","Target_ENSG","MI","pvalue","Target_symbol","Regulator_symbol"
"ENSG00000187778","ENSG00000164405",0.32728669388861,0,"UQCRQ","MCRS1"
"ENSG00000172534","ENSG00000225234",0.419247822447393,0,"TRAPPC12-AS1","HCFC1"
"ENSG00000147162","ENSG00000259562",0.383534649881691,0,"RP11-762H8.2","OGT"
"ENSG00000187778","ENSG00000138111",0.417187262809516,0,"MFSD13A","MCRS1"
"ENSG00000147162","ENSG00000198089",0.376234865904732,0,"SFI1","OGT"
"ENSG00000187778","ENSG00000103496",0.372486288519027,0,"STX4","MCRS1"
"ENSG00000187778","ENSG00000165733",0.42148900361229,0,"BMS1","MCRS1"
"ENSG00000103510","ENSG00000205629",0.423100004505292,0,"LCMT1","KAT8"
"ENSG00000147162","ENSG00000261879",0.374733214931379,0,"ZNF594-DT","OGT"
"ENSG00000196363","ENSG00000173950",0.402241250145898,0,"XXYLT1","WDR5"
"ENSG00000172534","ENSG00000177082",0.360588612617309,0,"WDR73","HCFC1"
"ENSG00000187778","ENSG00000165724",0.474222538188579,0,"ZMYND19","MCRS1"
"ENSG00000103510","ENSG00000132153",0.424674842195446,0,"DHX30","KAT8"
"ENSG00000196363","ENSG00000121022",0.461001721033162,0,"COPS5","WDR5"
"ENSG00000196363","ENSG00000145016",0.637515688532924,0,"RUBCN","WDR5"
"ENSG00000196363","ENSG00000123685",0.317100011330874,9.78550573904613e-12,"BATF3","WDR5"
"ENSG00000196363","ENSG00000160633",0.655695074746046,0,"SAFB","WDR5"
"ENSG00000120071","ENSG00000189091",0.454339421695229,0,"SF3B3","KANSL1"
"ENSG00000103510","ENSG00000144134",0.386631480713053,0,"RABL2A","KAT8"
"ENSG00000147162","ENSG00000260534",0.401143541387581,0,"RP11-1006G14.4","OGT"
"ENSG00000196363","ENSG00000171311",0.473677763664918,0,"EXOSC1","WDR5"
"ENSG00000187778","ENSG00000213920",0.375641840863791,0,"MDP1","MCRS1"
"ENSG00000187778","ENSG00000165757",0.336953561179973,0,"JCAD","MCRS1"
"ENSG00000103510","ENSG00000158773",0.463413917335172,0,"USF1","KAT8"
"ENSG00000187778","ENSG00000153774",0.34264068724034,0,"CFDP1","MCRS1"
"ENSG00000196363","ENSG00000171302",0.418315405538634,0,"CANT1","WDR5"
"ENSG00000120071","ENSG00000250251",0.401303978670846,0,"PKD1P6","KANSL1"
"ENSG00000196363","ENSG00000171307",0.552225160796766,0,"ZDHHC16","WDR5"
"ENSG00000120071","ENSG00000226562",0.356465656967146,0,"CYP4F26P","KANSL1"
"ENSG00000196363","ENSG00000172660",0.365534636143161,0.00678963445144776,"TAF15","WDR5"
"ENSG00000196363","ENSG00000160688",0.544401289192007,0,"FLAD1","WDR5"
"ENSG00000196363","ENSG00000184640",0.345251946873087,1.95710114780923e-11,"SEPTIN9","WDR5"
"ENSG00000196363","ENSG00000157020",0.420881005133686,0,"SEC13","WDR5"
"ENSG00000147162","ENSG00000198039",0.56079687572609,0,"ZNF273","OGT"
"ENSG00000196363","ENSG00000135632",0.482991139414443,0,"SMYD5","WDR5"
"ENSG00000187778","ENSG00000140406",0.38774042476298,0,"TLNRD1","MCRS1"
"ENSG00000187778","ENSG00000213930",0.336340989608286,0,"GALT","MCRS1"
"ENSG00000187778","ENSG00000126107",0.532420493358161,0,"HECTD3","MCRS1"
"ENSG00000196363","ENSG00000136950",0.452880194038119,0,"ARPC5L","WDR5"
"ENSG00000172534","ENSG00000141084",0.393662966371295,0,"RANBP10","HCFC1"
"ENSG00000187778","ENSG00000139428",0.347782679807131,0,"MMAB","MCRS1"
"ENSG00000196363","ENSG00000100991",0.428365211670363,0,"TRPC4AP","WDR5"
"ENSG00000196363","ENSG00000111640",0.487741672700422,0,"GAPDH","WDR5"
"ENSG00000187778","ENSG00000141759",0.401387439677622,0,"TXNL4A","MCRS1"
"ENSG00000187778","ENSG00000138107",0.58078090394731,0,"ACTR1A","MCRS1"
"ENSG00000196363","ENSG00000197951",0.49194104917275,0,"ZNF71","WDR5"
"ENSG00000187778","ENSG00000138100",0.336693959555877,0,"TRIM54","MCRS1"
"ENSG00000196363","ENSG00000160695",0.469121118068296,0,"VPS11","WDR5"
"ENSG00000196363","ENSG00000111653",0.503704460773875,0,"ING4","WDR5"
"ENSG00000196363","ENSG00000112983",0.420105097926789,0,"BRD8","WDR5"
"ENSG00000196363","ENSG00000136930",0.486472341461754,0,"PSMB7","WDR5"
"ENSG00000187778","ENSG00000163159",0.449268339574419,0,"VPS72","MCRS1"
"ENSG00000187778","ENSG00000151176",0.422738566776955,0,"PLBD2","MCRS1"
"ENSG00000187778","ENSG00000176472",0.395080766310066,0,"ZNF575","MCRS1"
"ENSG00000187778","ENSG00000176473",0.459881084788708,0,"WDR25","MCRS1"
"ENSG00000196363","ENSG00000205250",0.643593246712254,0,"E2F4","WDR5"
"ENSG00000172534","ENSG00000181982",0.435707908515106,0,"CCDC149","HCFC1"
"ENSG00000187778","ENSG00000187135",0.391173434890137,0,"VSTM2B","MCRS1"
"ENSG00000187778","ENSG00000249915",0.431327327630918,0,"PDCD6","MCRS1"
"ENSG00000187778","ENSG00000163170",0.400679117303317,0,"BOLA3","MCRS1"
"ENSG00000103510","ENSG00000215021",0.387487266120272,0,"PHB2","KAT8"
"ENSG00000120071","ENSG00000167674",0.474584559244029,0,"HDGFL2","KANSL1"
"ENSG00000187778","ENSG00000225986",0.320889076251715,0,"RP3-340N1.5","MCRS1"
"ENSG00000187778","ENSG00000225978",0.347543360958079,0,"HAR1A","MCRS1"
"ENSG00000187778","ENSG00000187118",0.329918339577857,0,"CMC1","MCRS1"
"ENSG00000147162","ENSG00000163374",0.390641164322657,0,"YY1AP1","OGT"
"ENSG00000187778","ENSG00000175137",0.511450929411989,0,"SH3BP5L","MCRS1"
"ENSG00000196363","ENSG00000063438",0.320972113598469,0,"AHRR","WDR5"
"ENSG00000187778","ENSG00000163161",0.535894877296559,0,"ERCC3","MCRS1"
"ENSG00000172534","ENSG00000129351",0.48849340763406,0,"ILF3","HCFC1"
"ENSG00000103510","ENSG00000205670",0.346175051648625,0,"SMIM11","KAT8"
"ENSG00000187778","ENSG00000222019",0.416952713161538,0,"URAHP","MCRS1"
"ENSG00000196363","ENSG00000173915",0.36470235764415,0,"ATP5MK","WDR5"
"ENSG00000172534","ENSG00000167625",0.413217264347971,0,"ZNF526","HCFC1"
"ENSG00000187778","ENSG00000152464",0.341647861484224,3.71849218083753e-11,"RPP38","MCRS1"
"ENSG00000196363","ENSG00000121073",0.441915395317528,0,"SLC35B1","WDR5"
"ENSG00000103510","ENSG00000231963",0.309180196608228,0,"RP11-493K23.4","KAT8"
"ENSG00000187778","ENSG00000236668",0.314988175556815,0,"LHX2-AS1","MCRS1"
"ENSG00000147162","ENSG00000234225",0.313044496269755,0,"RP4-704D21.2","OGT"
"ENSG00000147162","ENSG00000164669",0.320987451473931,0,"INTS4P1","OGT"
"ENSG00000187778","ENSG00000140474",0.519440961559861,0,"ULK3","MCRS1"
"ENSG00000187778","ENSG00000223343",0.447595988317397,0,"RP13-131K19.2","MCRS1"
"ENSG00000147162","ENSG00000211574",0.447326261729888,0,"MIR770","OGT"
"ENSG00000172534","ENSG00000167619",0.418189886816286,0,"TMEM145","HCFC1"
"ENSG00000103510","ENSG00000171720",0.475765196727962,0,"HDAC3","KAT8"
"ENSG00000187778","ENSG00000261616",0.347763541810766,0,"RP11-6O2.3","MCRS1"
"ENSG00000172534","ENSG00000180616",0.385589643721002,0,"SSTR2","HCFC1"
"ENSG00000172534","ENSG00000069188",0.319937939533402,0,"SDK2","HCFC1"
"ENSG00000187778","ENSG00000175115",0.433206803276273,0,"PACS1","MCRS1"
"ENSG00000103510","ENSG00000099866",0.324435847129156,0,"MADCAM1","KAT8"
"ENSG00000147162","ENSG00000125084",0.382536706386059,0,"WNT1","OGT"
"ENSG00000172534","ENSG00000141012",0.406684678236699,0,"GALNS","HCFC1"
"ENSG00000196363","ENSG00000121053",0.341963686247721,0,"EPX","WDR5"
"ENSG00000196363","ENSG00000122386",0.319783955927135,0,"ZNF205","WDR5"
"ENSG00000187778","ENSG00000138172",0.32463412421232,0,"CALHM2","MCRS1"
"ENSG00000172534","ENSG00000239857",0.454413193914279,0,"GET4","HCFC1"
"ENSG00000172534","ENSG00000131697",0.430492181132807,0,"NPHP4","HCFC1"
"ENSG00000120071","ENSG00000141084",0.455656846536649,0,"RANBP10","KANSL1"
"ENSG00000172534","ENSG00000166311",0.350641734131973,9.72679270461185e-10,"SMPD1","HCFC1"
"ENSG00000103510","ENSG00000099849",0.407281021764181,0,"RASSF7","KAT8"
"ENSG00000172534","ENSG00000167632",0.433946830711587,0,"TRAPPC9","HCFC1"
"ENSG00000196363","ENSG00000185909",0.33466633536314,0,"KLHDC8B","WDR5"
"ENSG00000172534","ENSG00000252809",0.32325015503205,0,"AC135050.1","HCFC1"
"ENSG00000196363","ENSG00000160613",0.431832347239948,0,"PCSK7","WDR5"
"ENSG00000187778","ENSG00000176428",0.352213574762128,3.91420229561845e-12,"VPS37D","MCRS1"
"ENSG00000103510","ENSG00000204344",0.437153741345007,0,"STK19","KAT8"
"ENSG00000187778","ENSG00000005022",0.335101115549586,0,"SLC25A5","MCRS1"
"ENSG00000196363","ENSG00000267439",0.480846919269304,0,"AC002398.11","WDR5"
"ENSG00000187778","ENSG00000235381",0.433182526617427,0,"RP11-477D19.2","MCRS1"
"ENSG00000196363","ENSG00000256790",0.388432894404371,0,"RP11-429A20.3","WDR5"
"ENSG00000187778","ENSG00000261659",0.43775771815608,0,"LA16c-313D11.12","MCRS1"
"ENSG00000103510","ENSG00000099917",0.428985941480139,0,"MED15","KAT8"
"ENSG00000172534","ENSG00000143630",0.46698240993003,0,"HCN3","HCFC1"
"ENSG00000103510","ENSG00000122705",0.376359498369185,0,"CLTA","KAT8"
"ENSG00000172534","ENSG00000131653",0.460226349809364,0,"TRAF7","HCFC1"
"ENSG00000103510","ENSG00000110711",0.357531357526158,0,"AIP","KAT8"
"ENSG00000147162","ENSG00000151445",0.404009496455941,0,"VIPAS39","OGT"
"ENSG00000172534","ENSG00000168924",0.419393084426504,0,"LETM1","HCFC1"
"ENSG00000147162","ENSG00000101146",0.407095129333977,0,"RAE1","OGT"
"ENSG00000172534","ENSG00000105325",0.471067081574011,0,"FZR1","HCFC1"
"ENSG00000196363","ENSG00000229116",0.349829188249431,0,"RP11-20J15.3","WDR5"
"ENSG00000187778","ENSG00000068654",0.441381941211116,0,"POLR1A","MCRS1"
"ENSG00000147162","ENSG00000101199",0.358386677473195,0,"ARFGAP1","OGT"
"ENSG00000196363","ENSG00000052749",0.647607970894587,0,"RRP12","WDR5"
"ENSG00000187778","ENSG00000069998",0.421019290453385,0,"HDHD5","MCRS1"
"ENSG00000187778","ENSG00000175048",0.41328380687729,0,"ZDHHC14","MCRS1"
"ENSG00000187778","ENSG00000272321",0.439390648644225,0,"ENSG00000272321","MCRS1"
"ENSG00000120071","ENSG00000142453",0.412819475575943,0,"CARM1","KANSL1"
"ENSG00000196363","ENSG00000170043",0.461761297756309,0,"TRAPPC1","WDR5"
"ENSG00000196363","ENSG00000182022",0.471274352389774,0,"CHST15","WDR5"
"ENSG00000172534","ENSG00000107929",0.438045094365596,0,"LARP4B","HCFC1"
"ENSG00000196363","ENSG00000108106",0.428392364942007,0,"UBE2S","WDR5"
"ENSG00000103510","ENSG00000168061",0.33175316141344,0,"SAC3D1","KAT8"
"ENSG00000103510","ENSG00000254662",0.414060825654828,0,"RP11-872D17.4","KAT8"
"ENSG00000172534","ENSG00000250251",0.380294121531671,0,"PKD1P6","HCFC1"
"ENSG00000147162","ENSG00000113108",0.39637405023482,0,"APBB3","OGT"
"ENSG00000187778","ENSG00000104714",0.438540606038761,0,"ERICH1","MCRS1"
"ENSG00000196363","ENSG00000111737",0.598378046145805,0,"RAB35","WDR5"
"ENSG00000196363","ENSG00000266173",0.441876958471283,0,"STRADA","WDR5"
"ENSG00000103510","ENSG00000168066",0.388611387177268,0,"SF1","KAT8"
"ENSG00000103510","ENSG00000254680",0.385251652429388,0,"RP11-265D17.2","KAT8"
"ENSG00000196363","ENSG00000170085",0.494810077792434,0,"SIMC1","WDR5"
"ENSG00000103510","ENSG00000196998",0.412808266689435,0,"WDR45","KAT8"
"ENSG00000172534","ENSG00000107959",0.408571865101397,0,"PITRM1","HCFC1"
"ENSG00000196363","ENSG00000267475",0.350528138535052,0,"NUDT19-DT","WDR5"
"ENSG00000103510","ENSG00000037637",0.406831115143467,0,"FBXO42","KAT8"
"ENSG00000196363","ENSG00000169093",0.373741669138371,0,"ASMTL","WDR5"
"ENSG00000103510","ENSG00000265356",0.312606755772857,6.0239573329568e-08,"RP11-17M24.1","KAT8"
"ENSG00000172534","ENSG00000106608",0.458843786903804,0,"URGCP","HCFC1"
"ENSG00000187778","ENSG00000102100",0.537626712188222,0,"SLC35A2","MCRS1"
"ENSG00000187778","ENSG00000102103",0.506351484204466,0,"PQBP1","MCRS1"
"ENSG00000187778","ENSG00000102109",0.321123382213303,0,"PCSK1N","MCRS1"
"ENSG00000120071","ENSG00000116128",0.387244243107852,4.5312762875227e-08,"BCL9","KANSL1"
"ENSG00000172534","ENSG00000059804",0.326006740912235,0,"SLC2A3","HCFC1"
"ENSG00000196363","ENSG00000254154",0.421577980159735,0,"CRYZL2P-SEC16B","WDR5"
"ENSG00000187778","ENSG00000103423",0.527716406177768,0,"DNAJA3","MCRS1"
"ENSG00000103510","ENSG00000011009",0.428668730112297,0,"LYPLA2","KAT8"
"ENSG00000120071","ENSG00000130402",0.43691027480077,0,"ACTN4","KANSL1"
"ENSG00000120071","ENSG00000248019",0.440805021447721,0,"FAM13A-AS1","KANSL1"
"ENSG00000103510","ENSG00000170322",0.392732212557478,0,"NFRKB","KAT8"
"ENSG00000196363","ENSG00000185813",0.398124399706187,0,"PCYT2","WDR5"
"ENSG00000103510","ENSG00000144029",0.447259332129687,0,"MRPS5","KAT8"
"ENSG00000187778","ENSG00000114023",0.342411337603319,1.85278765663099e-07,"FAM162A","MCRS1"
"ENSG00000187778","ENSG00000116685",0.447437399179829,0,"KIAA2013","MCRS1"
"ENSG00000103510","ENSG00000183628",0.336300530141308,4.08214310221311e-06,"DGCR6","KAT8"
"ENSG00000187778","ENSG00000102030",0.539492137471246,0,"NAA10","MCRS1"
"ENSG00000187778","ENSG00000138002",0.386046589986962,0,"IFT172","MCRS1"
"ENSG00000196363","ENSG00000136878",0.722029667456247,0,"USP20","WDR5"
"ENSG00000196363","ENSG00000146232",0.338624690227814,0,"NFKBIE","WDR5"
"ENSG00000187778","ENSG00000166965",0.358382337655069,0,"RCCD1","MCRS1"
"ENSG00000196363","ENSG00000185838",0.441859402149689,0,"GNB1L","WDR5"
"ENSG00000196363","ENSG00000110237",0.550647896340151,0,"ARHGEF17","WDR5"
"ENSG00000103510","ENSG00000204435",0.35763237275106,0,"CSNK2B","KAT8"
"ENSG00000103510","ENSG00000204438",0.328980564749691,0,"GPANK1","KAT8"
"ENSG00000147162","ENSG00000081923",0.334448197912946,0,"ATP8B1","OGT"
"ENSG00000196363","ENSG00000122218",0.46462456794401,0,"COPA","WDR5"
"ENSG00000103510","ENSG00000158669",0.443444592250594,0,"GPAT4","KAT8"
"ENSG00000196363","ENSG00000185825",0.42641766231046,0,"BCAP31","WDR5"
"ENSG00000187778","ENSG00000104679",0.353386540504013,0,"R3HCC1","MCRS1"
"ENSG00000196363","ENSG00000136856",0.397499151506296,0,"SLC2A8","WDR5"
"ENSG00000147162","ENSG00000271361",0.437448058144604,0,"HTATSF1P2","OGT"
"ENSG00000187778","ENSG00000178921",0.514624220223138,0,"PFAS","MCRS1"
"ENSG00000187778","ENSG00000154978",0.333858765184158,0,"VOPP1","MCRS1"
"ENSG00000147162","ENSG00000247679",0.324713639850383,0,"RP11-1277A3.1","OGT"
"ENSG00000196363","ENSG00000160563",0.484278026426251,0,"MED27","WDR5"
"ENSG00000187778","ENSG00000166902",0.388032133868192,0,"MRPL16","MCRS1"
"ENSG00000196363","ENSG00000112877",0.678816754553279,0,"CEP72","WDR5"
"ENSG00000196363","ENSG00000172534",0.442897317660058,0,"HCFC1","WDR5"
"ENSG00000187778","ENSG00000142949",0.353324772701908,0,"PTPRF","MCRS1"
"ENSG00000196363","ENSG00000172531",0.489820274321468,0,"PPP1CA","WDR5"
"ENSG00000172534","ENSG00000178498",0.465164245882918,0,"DTX3","HCFC1"
"ENSG00000103510","ENSG00000184990",0.323962786193967,0,"SIVA1","KAT8"
"ENSG00000196363","ENSG00000135502",0.367181919337326,0,"SLC26A10","WDR5"
"ENSG00000172534","ENSG00000177169",0.577430643952368,0,"ULK1","HCFC1"
"ENSG00000196363","ENSG00000135503",0.474256851832196,0,"ACVR1B","WDR5"
"ENSG00000196363","ENSG00000135506",0.513813056122716,0,"OS9","WDR5"
"ENSG00000172534","ENSG00000008300",0.49143749130163,0,"CELSR3","HCFC1"
"ENSG00000196363","ENSG00000112855",0.441982087025492,0,"HARS2","WDR5"
"ENSG00000172534","ENSG00000072958",0.438222144750301,0,"AP1M1","HCFC1"
"ENSG00000120071","ENSG00000214659",0.383648092459743,0,"KRT8P26","KANSL1"
"ENSG00000187778","ENSG00000223403",0.363944629875637,1.13316156458154e-09,"MEG9","MCRS1"
"ENSG00000147162","ENSG00000186160",0.384436144503927,0,"CYP4Z1","OGT"
"ENSG00000103510","ENSG00000168016",0.386989469378179,0,"TRANK1","KAT8"
"ENSG00000196363","ENSG00000124831",0.428552627054391,0,"LRRFIP1","WDR5"
"ENSG00000187778","ENSG00000102057",0.35347131382728,0.000169314812940691,"KCND1","MCRS1"
"ENSG00000103510","ENSG00000254756",0.35377619785665,0,"RP11-867G23.12","KAT8"
"ENSG00000187778","ENSG00000126005",0.377957357370519,0,"MMP24OS","MCRS1"
"ENSG00000196363","ENSG00000183207",0.573482941547306,0,"RUVBL2","WDR5"
"ENSG00000187778","ENSG00000130985",0.470057473090443,0,"UBA1","MCRS1"
"ENSG00000187778","ENSG00000165698",0.34437270425671,0,"SPACA9","MCRS1"
"ENSG00000187778","ENSG00000211445",0.32393104473277,1.5069678838131e-10,"GPX3","MCRS1"
"ENSG00000187778","ENSG00000138073",0.416206612834879,0,"PREB","MCRS1"
"ENSG00000103510","ENSG00000160917",0.381044690947206,0,"CPSF4","KAT8"
"ENSG00000196363","ENSG00000075568",0.502096498754683,0,"TMEM131","WDR5"
"ENSG00000187778","ENSG00000140395",0.432793268443152,0,"WDR61","MCRS1"
"ENSG00000187778","ENSG00000164366",0.394936847358296,0,"CCDC127","MCRS1"
"ENSG00000103510","ENSG00000204498",0.392801356986303,0,"NFKBIL1","KAT8"
"ENSG00000103510","ENSG00000108344",0.438222426440182,0,"PSMD3","KAT8"
"ENSG00000187778","ENSG00000165688",0.453864518110608,0,"PMPCA","MCRS1"
"ENSG00000187778","ENSG00000165684",0.461508164929873,0,"SNAPC4","MCRS1"
"ENSG00000147162","ENSG00000198105",0.617439809921438,0,"ZNF248","OGT"
"ENSG00000147162","ENSG00000149187",0.520554465397455,0,"CELF1","OGT"
"ENSG00000147162","ENSG00000151498",0.469550759934801,0,"ACAD8","OGT"
"ENSG00000187778","ENSG00000008838",0.485222710386721,0,"MED24","MCRS1"
"ENSG00000196363","ENSG00000148814",0.370927447793951,0,"LRRC27","WDR5"
"ENSG00000196363","ENSG00000134291",0.326628952315704,0,"TMEM106C","WDR5"
"ENSG00000103510","ENSG00000133316",0.428497337672386,0,"WDR74","KAT8"
"ENSG00000103510","ENSG00000133315",0.340893075012611,0,"MACROD1","KAT8"
"ENSG00000196363","ENSG00000205138",0.476552911991975,0,"SDHAF1","WDR5"
"ENSG00000103510","ENSG00000147955",0.337583131175675,0,"SIGMAR1","KAT8"
"ENSG00000196363","ENSG00000134285",0.467689467303046,0,"FKBP11","WDR5"
"ENSG00000187778","ENSG00000163050",0.531552671683928,0,"COQ8A","MCRS1"
"ENSG00000147162","ENSG00000272604",0.328713568460329,0,"ENSG00000272604","OGT"
"ENSG00000187778","ENSG00000151067",0.424678151685714,0,"CACNA1C","MCRS1"
"ENSG00000187778","ENSG00000102096",0.519371017094416,0,"PIM2","MCRS1"
"ENSG00000187778","ENSG00000176340",0.369233894545506,0,"COX8A","MCRS1"
"ENSG00000187778","ENSG00000211450",0.584910674430207,0,"SELENOH","MCRS1"
"ENSG00000196363","ENSG00000076864",0.573798521088421,0,"RAP1GAP","WDR5"
"ENSG00000172534","ENSG00000177108",0.460735520208252,0,"ZDHHC22","HCFC1"
"ENSG00000187778","ENSG00000177679",0.438840365450131,0,"SRRM3","MCRS1"
"ENSG00000187778","ENSG00000163040",0.33216711477291,0,"CCDC74A","MCRS1"
"ENSG00000196363","ENSG00000148834",0.428091696097919,0,"GSTO1","WDR5"
"ENSG00000187778","ENSG00000236782",0.370206951630323,0,"ZNF593OS","MCRS1"
"ENSG00000187778","ENSG00000166986",0.520154724421549,0,"MARS1","MCRS1"
"ENSG00000187778","ENSG00000178971",0.449240120210002,0,"CTC1","MCRS1"
"ENSG00000196363","ENSG00000074276",0.422900285298096,0,"CDHR2","WDR5"
"ENSG00000120071","ENSG00000177169",0.461484664916549,0,"ULK1","KANSL1"
"ENSG00000196363","ENSG00000134262",0.461015141329198,0,"AP4B1","WDR5"
"ENSG00000196363","ENSG00000206417",0.396000586685222,0,"H1-10-AS1","WDR5"
"ENSG00000172534","ENSG00000142453",0.562265360253458,0,"CARM1","HCFC1"
"ENSG00000120071","ENSG00000178498",0.520153691761394,0,"DTX3","KANSL1"
"ENSG00000187778","ENSG00000141698",0.521926123952815,0,"NT5C3B","MCRS1"
"ENSG00000196363","ENSG00000062282",0.481413845381064,0,"DGAT2","WDR5"
"ENSG00000187778","ENSG00000165644",0.365146128430751,0,"COMTD1","MCRS1"
"ENSG00000187778","ENSG00000141699",0.418219321120501,0,"RETREG3","MCRS1"
"ENSG00000187778","ENSG00000178982",0.57239434612038,0,"EIF3K","MCRS1"
"ENSG00000196363","ENSG00000148840",0.440432499557598,0,"PPRC1","WDR5"
"ENSG00000147162","ENSG00000137171",0.377171891117038,0,"KLC4","OGT"
"ENSG00000196363","ENSG00000148843",0.505454693131063,0,"PDCD11","WDR5"
"ENSG00000172534","ENSG00000130479",0.445050184405715,0,"MAP1S","HCFC1"
"ENSG00000103510","ENSG00000120029",0.402350335032528,0,"ARMH3","KAT8"
"ENSG00000187778","ENSG00000178988",0.440328117155493,0,"MRFAP1L1","MCRS1"
"ENSG00000147162","ENSG00000188735",0.352208154466827,0,"TMEM120B","OGT"
"ENSG00000103510","ENSG00000160932",0.380771801230708,0,"LY6E","KAT8"
"ENSG00000187778","ENSG00000178952",0.363921304963688,0,"TUFM","MCRS1"
"ENSG00000147162","ENSG00000175414",0.393260836776862,0,"ARL10","OGT"
"ENSG00000120071","ENSG00000224076",0.4032868670402,0.00106939995875566,"AC009487.4","KANSL1"
"ENSG00000120071","ENSG00000224078",0.428324420772285,0,"SNHG14","KANSL1"
"ENSG00000187778","ENSG00000126088",0.588881988717573,0,"UROD","MCRS1"
"ENSG00000196363","ENSG00000122254",0.337890443726517,0,"HS3ST2","WDR5"
"ENSG00000103510","ENSG00000160948",0.424992793004575,0,"VPS28","KAT8"
"ENSG00000147162","ENSG00000259606",0.363582919903438,0,"YLPM1","OGT"
"ENSG00000172534","ENSG00000226416",0.325177262299775,9.54200321423571e-07,"MRPL23-AS1","HCFC1"
"ENSG00000172534","ENSG00000167703",0.431213485309089,0,"SLC43A2","HCFC1"
"ENSG00000147162","ENSG00000163531",0.48641607893984,0,"NFASC","OGT"
"ENSG00000172534","ENSG00000142409",0.32847160025483,9.78550573904613e-12,"ZNF787","HCFC1"
"ENSG00000196363","ENSG00000088808",0.508305581005348,0,"PPP1R13B","WDR5"
"ENSG00000172534","ENSG00000131759",0.368505936585548,0,"RARA","HCFC1"
"ENSG00000172534","ENSG00000044090",0.537894265318539,0,"CUL7","HCFC1"
"ENSG00000147162","ENSG00000188827",0.354901791532374,0,"SLX4","OGT"
"ENSG00000196363","ENSG00000269988",0.36977924358578,0,"RP11-395P17.11","WDR5"
"ENSG00000187778","ENSG00000070814",0.541748123651541,0,"TCOF1","MCRS1"
"ENSG00000196363","ENSG00000100908",0.530105023909691,0,"EMC9","WDR5"
"ENSG00000172534","ENSG00000117425",0.39124554281609,0,"PTCH2","HCFC1"
"ENSG00000120071","ENSG00000104299",0.382432902175884,0,"INTS9","KANSL1"
"ENSG00000120071","ENSG00000143850",0.428576135935861,0,"PLEKHA6","KANSL1"
"ENSG00000187778","ENSG00000235478",0.32546255118813,0,"LINC01664","MCRS1"
"ENSG00000120071","ENSG00000070061",0.46671103697538,0,"ELP1","KANSL1"
"ENSG00000147162","ENSG00000089091",0.481754128048551,0,"DZANK1","OGT"
"ENSG00000196363","ENSG00000038532",0.445969254404082,0,"CLEC16A","WDR5"
"ENSG00000196363","ENSG00000088833",0.419355538996633,0,"NSFL1C","WDR5"
"ENSG00000120071","ENSG00000143862",0.414093615425723,1.00457297360634e-05,"ARL8A","KANSL1"
"ENSG00000196363","ENSG00000217094",0.446133945504603,0,"PPIAP31","WDR5"
"ENSG00000196363","ENSG00000269968",0.414972801731799,0,"RP5-940J5.9","WDR5"
"ENSG00000172534","ENSG00000105447",0.431213641104173,0,"GRWD1","HCFC1"
"ENSG00000120071","ENSG00000116273",0.363859288849527,0,"PHF13","KANSL1"
"ENSG00000103510","ENSG00000075856",0.421061317465187,0,"SART3","KAT8"
"ENSG00000120071","ENSG00000155846",0.388339886123348,0,"PPARGC1B","KANSL1"
"ENSG00000103510","ENSG00000099804",0.40970867960231,0,"CDC34","KAT8"
"ENSG00000196363","ENSG00000013288",0.478014904176997,0,"MAN2B2","WDR5"
"ENSG00000147162","ENSG00000137200",0.414975601920517,0,"CMTR1","OGT"
"ENSG00000187778","ENSG00000007520",0.382761854836637,0,"TSR3","MCRS1"
"ENSG00000120071","ENSG00000069020",0.356320642826436,0,"MAST4","KANSL1"
"ENSG00000172534","ENSG00000117481",0.418305088754591,0,"NSUN4","HCFC1"
"ENSG00000172534","ENSG00000068024",0.434000062985151,0,"HDAC4","HCFC1"
"ENSG00000147162","ENSG00000151500",0.36194440524342,0,"THYN1","OGT"
"ENSG00000147162","ENSG00000151503",0.489232066899412,0,"NCAPD3","OGT"
"ENSG00000147162","ENSG00000137216",0.376993799243005,0,"TMEM63B","OGT"
"ENSG00000196363","ENSG00000013275",0.53050391932053,0,"PSMC4","WDR5"
"ENSG00000187778","ENSG00000259494",0.401087003540224,0,"MRPL46","MCRS1"
"ENSG00000120071","ENSG00000142599",0.532188155340842,0,"RERE","KANSL1"
"ENSG00000147162","ENSG00000164808",0.406560024682063,0,"SPIDR","OGT"
"ENSG00000172534","ENSG00000130402",0.46376273631079,0,"ACTN4","HCFC1"
"ENSG00000103510","ENSG00000135931",0.386410367095669,0,"ARMC9","KAT8"
"ENSG00000172534","ENSG00000116128",0.441768703803385,0,"BCL9","HCFC1"
"ENSG00000196363","ENSG00000037241",0.4452595025156,0,"RPL26L1","WDR5"
"ENSG00000187778","ENSG00000176261",0.329066617521168,0,"ZBTB8OS","MCRS1"
"ENSG00000120071","ENSG00000141252",0.414833417423933,0,"VPS53","KANSL1"
"ENSG00000172534","ENSG00000058668",0.42933790285409,0,"ATP2B4","HCFC1"
"ENSG00000196363","ENSG00000172586",0.358201419532612,0,"CHCHD1","WDR5"
"ENSG00000187778","ENSG00000105953",0.332108197456669,0,"OGDH","MCRS1"
"ENSG00000196363","ENSG00000254093",0.346741215786852,0,"PINX1","WDR5"
"ENSG00000196363","ENSG00000196559",0.325843286363657,0,"LINC00610","WDR5"
