Regulator	Target	MI	pvalue
X4026956	X3839006	0.3620792029742239	0.0
X4026956	X3735240	0.40234380125194386	0.0
X3760137	X3903481	0.3467081244913412	1.0764722446765518E-12
X4026956	X3723264	0.37823559871675466	0.0
X3453882	X4024420	0.37013014203058364	0.0
X3656855	X3371544	0.3777497667374714	0.0
X4026956	X3854627	0.3621586088125403	0.0
X3453882	X3770512	0.37969247604361933	0.0
X3760137	X3758078	0.3999071036870935	0.0
X4026956	X3743763	0.38670011656229336	0.0
X3760137	X3394488	0.3535655660996574	0.0
X4026956	X3251848	0.39116783868963534	0.0
X4026956	X3778410	0.34876475765741294	0.0
X3656855	X3571248	0.36338036369719484	0.0
X4026956	X3675840	0.3794011220548721	0.0
X3760137	X3350850	0.37674060080575017	0.0
X3760137	X3153428	0.3711854431964838	0.0
X3760137	X3656178	0.364010710115456	5.382361223382759E-12
X4026956	X3377789	0.3740661695224852	2.145588595681147E-8
X4026956	X3962530	0.41571717358125615	0.0
X4026956	X3718762	0.3718868152554116	0.0
X4026956	X3229994	0.38110044069337345	0.0
X3453882	X3669382	0.35753400535686597	0.0
X3760137	X3568667	0.36488665742657084	0.0
X4026956	X3841260	0.45077292935286367	0.0
X4026956	X4024420	0.42839239492977915	0.0
X3453882	X3608398	0.36680966180589214	0.0
X4026956	X3845620	0.37306460321171847	0.0
X3453882	X3735240	0.36730340035543235	0.0020323909730315393
X4026956	X2326448	0.36630398603975034	0.0
X4026956	X3831006	0.4193120420815742	0.0
X4026956	X3442427	0.35836017117891034	0.0
X4026956	X3924254	0.37049310917226236	0.0
X4026956	X3372097	0.448658696634656	0.0
X3656855	X3665550	0.3740773059376971	0.0
X4026956	X3665603	0.367077522093445	0.0
X4026956	X3476665	0.37445719220167534	0.0
X4026956	X3335952	0.4068233555587623	0.0
X3453882	X3333358	0.36055038768777004	1.741086208539855E-8
X4026956	X3855071	0.37854641434695074	0.0
X4026956	X3834149	0.3883498977956808	0.0
X4026956	X3741171	0.4030134416542386	0.0
X3760137	X3938175	0.3645312937861071	0.0
X3453882	X3251848	0.3809289023044538	0.0
X4026956	X3633148	0.3700947249812602	0.0
X4026956	X3226041	0.4088955546050259	0.0
X3760137	X3440192	0.3809214179636253	0.0
X4026956	X3861738	0.387552118010039	0.0
X3453882	X3375340	0.3674469699172671	0.0
X4026956	X3315512	0.3745589508589243	0.0
X3656855	X3902674	0.345464455314619	1.1436082303362127E-8
X3760137	X3329404	0.36253611015583603	0.0
X4026956	X3316834	0.38148698139834186	0.0
X4026956	X3708553	0.45089648302505103	0.0
X4026956	X3824775	0.3645862086649318	0.0
X4026956	X3158114	0.36629225039525476	0.0
X3760137	X3302360	0.36206870059485347	0.0
X3656855	X3372097	0.37822839039181166	0.0
X3656855	X3226661	0.3883578635525459	0.0
X4026956	X3822122	0.40280506770511215	0.0
X4026956	X3333358	0.3810249818573698	0.0
X3760137	X3946615	0.3668947617403699	0.0
X3453882	X3354227	0.4194009795710266	0.0
X4026956	X3472225	0.3544899487455717	8.611777957412414E-12
X3453882	X3838724	0.3772343199088305	0.0
X4026956	X3907561	0.3883463643563031	0.0
X3453882	X3742384	0.3710258218371217	0.0
X4026956	X3205162	0.3792597723159434	0.0
X4026956	X3690597	0.42192931197728256	0.0
X4026956	X3957816	0.3560306387404536	0.0
X4026956	X3837372	0.40384198625895856	0.0
X4026956	X3656682	0.4343474159159733	0.0
X3453882	X3838701	0.36375281811656235	1.3994139180795173E-11
X4026956	X3912936	0.37086285522565704	0.0
X4026956	X3230105	0.3834199789168558	0.0
X4026956	X3230103	0.3656621226396371	2.8095925586058E-10
X4026956	X3350850	0.3866168622587338	0.0
X4026956	X3871256	0.3857734406680903	0.0
X4026956	X3715703	0.3641125286373169	0.0
X4026956	X3438527	0.47232530630068126	0.0
X3453882	X2451565	0.36848408462179677	0.0
X4026956	X3712675	0.41223954004566343	0.0
X3656855	X3435192	0.37636199588377767	0.0
X4026956	X3851651	0.4706224656927647	0.0
X3453882	X3838757	0.36952882600890746	0.0
X3760137	X3529873	0.3759671252390549	0.0
X4026956	X3646434	0.3665428154127641	0.0
X3656855	X3230024	0.36487567266220355	4.8667514316846905E-4
X4026956	X3119339	0.3648222229403169	0.0
X3760137	X4022925	0.3790217173021095	0.0
X3453882	X3883382	0.35605160164008365	3.2276418465926326E-5
X3453882	X3836156	0.3639316218551417	0.0
X4026956	X3665550	0.42067555362937137	0.0
X4026956	X3525234	0.373239803135857	0.0
X4026956	X3770512	0.4028845298433041	0.0
X3656855	X3155937	0.3690314122725201	0.0
X4026956	X3819505	0.3751063087686503	0.0
X4026956	X3957873	0.3711616327731271	0.0
X4026956	X3529649	0.3858925560715054	0.0
X3760137	X3204019	0.3661284899746303	0.0
X3453882	X3697218	0.36748814014411396	0.0
X4026956	X3830789	0.36834703102616206	0.0
X3453882	X3504617	0.3707567071701391	0.0
X4026956	X3329404	0.39017453823108184	0.0
X4026956	X3666897	0.3844385324300201	0.0
X4026956	X3936984	0.44231703661653654	0.0
X3656855	X3873629	0.36046958455899225	7.715470458791174E-5
X4026956	X3902764	0.429649234967049	0.0
X4026956	X3959613	0.47511804696654514	0.0
X4026956	X2988238	0.3968211571379859	0.0
X3760137	X3695867	0.38135508952319913	0.0
X4026956	X3799461	0.36310387648775533	0.0
X4026956	X3722917	0.383549297563549	0.0
X3453882	X3454755	0.3947242341234219	0.0
X4026956	X3434987	0.40562444280296756	0.0
X4026956	X3654859	0.5126877534304751	0.0
X3656855	X3758692	0.36049034468854757	0.0
X4026956	X3687752	0.36583899758657484	0.0
X4026956	X3645901	0.3742869608295117	0.0
X4026956	X3302360	0.39755870102360813	0.0
X4026956	X3771037	0.3810539073080993	0.0
X4026956	X3667281	0.3653872631487249	4.585538634316322E-5
X3760137	X3155937	0.38401189567788285	0.0
X4026956	X3893458	0.3621422182071107	0.0
X4026956	X3758078	0.37336836276209073	0.0
X3760137	X3510362	0.37134269130500075	0.0
X3453882	X3845998	0.3851401439399212	0.0
X4026956	X3556454	0.36716129401086145	0.0
X4026956	X3771068	0.3564628651945508	0.0
X3453882	X3744965	0.37507491941847576	0.0
X3453882	X3957260	0.3638305501288431	0.0
X4026956	X3605832	0.36419125421901266	0.0
X4026956	X3962494	0.35860070534987537	0.0
X4026956	X3867145	0.4513177526524051	0.0
X4026956	X3847538	0.3596224824320568	2.2605917138207587E-11
X3760137	X3944778	0.36666251072169653	0.0
X3656855	X3846860	0.37366757740578194	0.0
X4026956	X3377044	0.4174481073843544	0.0
X3760137	X3913608	0.35102299642058077	0.0
X3453882	X3838809	0.3725397999908365	0.0
X4026956	X3707352	0.36775288580796445	0.0
X3453882	X4053641	0.36998671487715273	1.3545322019581363E-7
X3453882	X3838845	0.37099901020399184	3.1766695940405043E-9
X4026956	X3837001	0.39245435287779	0.0
X3453882	X3952512	0.3722772868602301	0.0
X3656855	X3634256	0.36355348376394153	0.0
X4026956	X3940001	0.3684204654717389	0.00436237851607757
X4026956	X3335336	0.37690670485532246	0.0
X4026956	X3335338	0.3743835981536457	0.0
X4026956	X3687260	0.3737806018182378	0.0
